3,5,9,14,19,22
2,3,18,21,26,36
9,13,14,16,18,30
5,9,15,22,34,36
1,11,12,14,15,34
1,9,24,26,33,36
6,11,13,27,28,29
3,7,8,21,29,39
5,9,10,15,21,30
2,5,11,13,19,28
8,14,18,20,28,31
9,10,12,15,21,26
9,13,29,30,33,34
2,3,11,12,26,39
12,21,25,27,34,37
12,14,25,27,31,33
11,12,17,25,28,37
7,14,16,24,28,40
8,18,20,22,29,33
2,10,12,16,19,23
4,5,7,12,15,39
6,13,22,38,39,40
1,9,10,23,29,34
1,3,20,21,27,31
1,2,8,10,17,33
8,13,15,23,24,32
10,12,19,22,34,35
1,6,20,26,27,30
1,11,22,26,33,39
1,7,20,22,24,30
1,8,12,30,33,38
4,11,14,26,32,38
3,8,17,18,38,40
2,11,14,16,19,40
2,7,9,10,16,25
8,12,15,19,26,30
7,10,29,32,33,39
1,2,5,9,26,31
14,18,21,30,34,36
15,18,21,24,30,32
4,10,23,25,26,35
15,16,32,36,38,39
2,7,10,15,21,35
11,14,19,33,34,35
3,10,27,28,31,33
1,6,13,22,23,35
9,16,20,21,30,31
4,5,13,33,34,39
1,3,4,25,35,40
9,24,28,30,36,39
9,14,21,30,34,40
2,3,7,9,13,15
13,19,22,34,35,37
9,19,20,27,32,35
2,5,9,15,22,34
4,5,9,12,20,37
7,24,26,27,30,32
3,6,14,17,31,33
6,19,22,29,32,33
2,6,18,22,31,39
1,6,10,19,31,38
3,8,13,18,25,39
6,10,19,20,37,39
12,17,20,29,34,38
2,7,16,18,21,34
1,13,15,23,30,40
18,20,23,31,35,40
6,17,22,23,26,38
4,5,8,21,31,38
9,15,17,25,27,36
12,17,20,31,32,33
12,16,20,22,33,38
3,7,16,19,20,34
9,14,18,20,25,36
8,25,28,31,33,39
1,12,15,25,32,34
7,10,12,27,31,32
4,7,19,24,26,40
3,15,17,20,26,31
14,22,24,29,32,37
2,6,11,13,17,30
1,6,22,24,26,31
3,8,14,15,18,24
10,12,16,18,22,40
7,9,21,26,33,37
8,24,25,31,32,37
4,8,9,11,30,34
1,9,11,26,35,39
3,6,10,17,25,36
2,3,6,9,17,20
8,13,17,33,34,37
11,13,14,18,32,39
8,14,25,29,33,34
3,4,9,17,23,38
11,22,27,31,34,36
1,2,3,11,25,33
2,3,9,15,24,27
4,7,8,18,35,39
4,7,19,20,28,34
1,2,14,18,19,26
1,11,13,17,31,38
1,8,10,18,19,26
6,11,16,18,24,29
5,6,28,29,33,35
4,12,15,29,34,35
6,11,16,21,32,37
5,10,11,12,22,29
14,16,19,25,31,40
1,4,13,18,31,34
1,2,10,14,27,29
11,12,15,18,19,39
5,8,12,19,36,38
12,21,33,34,36,39
4,10,12,13,30,32
6,7,8,12,20,37
2,7,8,9,10,12
10,14,21,29,34,39
7,8,23,24,30,34
5,9,13,15,19,40
1,13,16,35,36,39
2,7,20,27,32,34
6,8,9,16,22,28
2,12,14,24,36,40
1,2,3,5,18,40
8,10,12,16,19,40
13,32,33,34,36,38
2,16,18,25,28,34
1,5,7,11,31,33
6,8,10,27,31,37
5,7,15,24,26,30
7,9,18,20,23,33
3,4,13,18,21,37
5,12,18,26,33,39
7,9,17,21,26,40
3,10,20,21,24,36
6,8,25,29,35,36
1,9,12,26,28,31
5,10,24,25,34,35
12,22,26,33,35,38
6,15,23,24,27,33
4,7,16,22,25,38
5,8,13,28,31,33
3,21,23,24,26,38
2,16,23,26,37,38
14,19,26,33,38,39
1,2,12,26,27,32
6,18,21,22,26,27
2,5,7,9,13,28
5,10,18,20,28,35
13,23,28,32,33,35
4,5,18,20,36,38
3,5,19,25,31,33
3,13,19,23,25,26
6,16,19,23,28,40
16,20,23,29,33,37
13,19,21,27,32,38
15,26,34,36,39,40
3,7,10,28,31,33
7,8,21,26,27,32
1,7,17,25,39,40
1,2,9,13,22,27
11,13,14,16,19,27
2,8,10,22,25,37
3,29,30,33,38,39
1,2,9,12,25,37
10,15,24,26,27,39
1,3,15,30,37,38
11,17,25,28,36,37
4,18,21,26,39,40
3,10,13,20,22,40
4,8,11,15,22,39
1,7,14,23,25,37
4,13,14,21,34,36
4,7,11,12,17,35
10,15,23,25,34,39
8,17,23,30,32,38
3,16,33,35,36,39
16,18,20,21,24,32
3,8,13,18,23,34
2,3,4,6,28,34
2,21,22,23,27,31
9,19,20,36,37,38
20,21,23,27,30,38
11,21,29,34,38,39
13,19,21,22,24,29
12,13,14,15,27,32
9,11,13,29,31,37
9,13,22,23,28,31
4,9,10,22,27,33
10,11,12,26,39,40
2,7,15,23,28,33
8,10,11,17,18,34
1,12,27,31,33,35
1,2,8,19,22,29
4,13,20,21,27,39
6,9,21,26,32,36
1,5,9,14,24,33
4,8,18,20,21,29
7,22,28,33,35,40
2,13,15,26,30,39
13,18,19,25,31,39
2,12,13,24,33,38
13,17,18,31,32,39
5,9,10,15,27,38
10,23,25,26,28,36
11,12,17,18,27,39
12,20,24,27,36,40
5,6,19,23,27,38
5,9,24,28,34,40
4,8,18,24,25,34
3,8,14,15,24,25
9,10,12,26,27,38
1,23,31,33,35,37
22,24,25,27,30,35
3,5,11,25,35,38
7,9,13,20,27,34
1,3,14,17,33,40
2,19,28,30,31,33
2,3,20,28,29,33
1,7,16,21,31,37
3,13,18,27,36,40
1,6,16,17,36,40
8,20,24,26,29,36
5,6,8,27,37,38
1,4,7,18,27,31
4,17,23,26,27,37
2,3,11,17,22,23
6,9,10,24,27,29
1,5,13,14,29,32
6,13,25,29,35,38
4,6,11,21,34,38
3,8,15,23,32,36
2,3,15,27,29,38
3,10,25,26,27,39
2,3,5,29,31,37
1,12,30,32,36,40
10,12,22,27,32,38
8,10,20,23,29,39
7,12,13,16,17,31
13,16,27,35,38,40
